title,text,subject,date,label
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,06-Jul-20,FAKE
Officials review economy figures in inflation records,The ministry announced on 18-Nov-19 that economy statistics had been verified by an independent auditor. The agency stated that further updates concerning inflation would be provided during the next scheduled briefing. The department said it would continue to monitor the situation through standard channels.,world,25-Feb-20,REAL
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,28-Feb-20,FAKE
Economy update issued after trade review,Officials confirmed on 23-Jan-19 that economy figures were released following a routine review. A spokesperson said the findings in trade were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.,health,31-May-21,REAL
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,conspiracies,09-Feb-21,FAKE
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! They deleted the evidence about the deleted files but we saved it - share this before it disappears!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,entertainment,18-Apr-20,FAKE
"BOMBSHELL: vaccines conspiracy finally uncovered, mainstream media silent!!!",WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,25-Nov-20,FAKE
"BOMBSHELL: the media conspiracy finally uncovered, mainstream media silent!!!",WAKE UP people!!! the media is a total LIE and we have PROOF!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,22-Jan-20,FAKE
Diplomatic update issued after diplomacy review,A report published on 04-Jun-19 describes how diplomatic developments were documented by the agency. A spokesperson said the findings in diplomacy were based on filings submitted under existing disclosure rules. The office declined to comment beyond the prepared statement.,sports,08-Aug-19,REAL
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,This one weird trick about vaccines changed everything and experts are FURIOUS!!! They deleted the evidence about the secret footage but we saved it - share this before it disappears!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,conspiracies,11-Nov-20,FAKE
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,Shocking new evidence about vaccines has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the deleted files proves the entire thing was staged from the beginning!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,22-Jan-21,FAKE
Government update issued after budget review,A report published on 10-May-19 describes how government developments were documented by the agency. The agency stated that further updates concerning budget would be provided during the next scheduled briefing. No unusual activity was reported in connection with the matter.,world,21-Apr-20,REAL
